,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,latitude,longitude,Zipcode
581,100109484,4/16/10,4/15/10,1800,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",325,23,F,H,406.0,OTHER STORE,,,IC,Invest Cont,341.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
582,100109499,4/17/10,4/17/10,730,1,Central,156,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
583,100109511,4/17/10,4/17/10,1415,1,Central,124,624,BATTERY - SIMPLE ASSAULT,0400 1212,9,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,1ST,MAIN,"(34.0522, -118.2434)",34.0522,-118.2434,90013
584,100109512,4/17/10,4/17/10,1415,1,Central,124,624,BATTERY - SIMPLE ASSAULT,0400 1212,9,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,1ST,MAIN,"(34.0522, -118.2434)",34.0522,-118.2434,90013
585,100109516,4/17/10,4/17/10,1420,1,Central,123,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 1212 1402,9,M,H,102.0,SIDEWALK,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,231.0,998.0,,,HILL                         ST,TEMPLE                       ST,"(34.0565, -118.2445)",34.0565,-118.2445,90012
586,100109517,4/17/10,4/17/10,1430,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1402,61,M,W,201.0,JEWELRY STORE,,,IC,Invest Cont,341.0,998.0,,,600 S  HILL                         ST,,"(34.0474, -118.2531)",34.0474,-118.2531,90014
587,100109519,4/17/10,4/17/10,1430,1,Central,123,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",400,9,M,W,108.0,PARKING LOT,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,230.0,,,,200 W  TEMPLE                       ST,,"(34.0549, -118.2426)",34.0549,-118.2426,90012
588,100109523,4/18/10,4/17/10,930,1,Central,171,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,FRANCISCO,JAMES M WOOD,"(34.0454, -118.2657)",34.0454,-118.2657,90015
589,100109524,4/18/10,4/17/10,2230,1,Central,192,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)",34.0372,-118.2654,90015
590,100109560,4/19/10,4/8/10,1500,1,Central,161,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,O,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,745.0,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)",34.0494,-118.2599,90071
591,100109561,4/19/10,4/18/10,1745,1,Central,146,624,BATTERY - SIMPLE ASSAULT,400,42,F,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,200    WINSTON                      ST,,"(34.0467, -118.247)",34.0467,-118.247,90013
592,100109573,4/19/10,4/19/10,300,1,Central,153,210,ROBBERY,0334 0344 0416 1206,34,M,H,128.0,BUS STOP/LAYOVER (ALSO QUERY 124),207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,6TH,SPRING,"(34.0463, -118.2515)",34.0463,-118.2515,90014
593,100109575,4/19/10,4/18/10,1500,1,Central,185,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,32,F,B,405.0,CLOTHING STORE,,,IC,Invest Cont,341.0,,,,MAPLE,OLYMPIC,"(34.0383, -118.254)",34.0383,-118.254,90014
594,100109577,4/19/10,4/18/10,2200,1,Central,111,330,BURGLARY FROM VEHICLE,0344 1302,42,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)",34.0617,-118.2469,90012
595,100109579,4/19/10,4/18/10,1300,1,Central,171,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,57,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,341.0,,,,900 W  OLYMPIC                      BL,,"(34.0454, -118.2657)",34.0454,-118.2657,90015
596,100109610,4/19/10,4/19/10,1945,1,Central,148,210,ROBBERY,0344 1300 1402,0,M,W,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,998.0,,,600 E  4TH                          ST,,"(34.0444, -118.2407)",34.0444,-118.2407,90013
597,100109616,4/20/10,4/19/10,2000,1,Central,158,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,46,F,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,600 S  CENTRAL                      AV,,"(34.039, -118.24)",34.039,-118.24,90013
598,100109623,4/20/10,4/8/10,1200,1,Central,176,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,201.0,JEWELRY STORE,,,IC,Invest Cont,946.0,,,,400 E  7TH                          ST,,"(34.0419, -118.2485)",34.0419,-118.2485,90014
599,100109626,2/8/10,1/22/10,1100,1,Central,124,886,DISTURBING THE PEACE,,0,M,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,886.0,,,,200 N  SPRING                       ST,,"(34.054, -118.2435)",34.054,-118.2435,90012
600,100109633,4/20/10,2/15/10,1200,1,Central,171,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,9TH                          ST,GEORGIA                      ST,"(34.0475, -118.2657)",34.0475,-118.2657,90017
601,100109634,4/20/10,4/20/10,915,1,Central,192,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",533,16,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810.0,,,,1500 S  HOPE                         ST,,"(34.0371, -118.2672)",34.0371,-118.2672,90015
602,100109636,4/20/10,4/20/10,1351,1,Central,164,648,ARSON,,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,648.0,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)",34.0453,-118.2499,90014
603,100109641,4/20/10,4/20/10,1745,1,Central,195,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1500 S  LOS ANGELES                  ST,,"(34.0337, -118.261)",34.0337,-118.261,90015
604,100109642,4/20/10,4/19/10,1930,1,Central,174,210,ROBBERY,0302 0337 0344 1300,41,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210.0,,,,700 S  SPRING                       ST,,"(34.0445, -118.2523)",34.0445,-118.2523,90014
605,100109645,4/20/10,4/20/10,700,1,Central,156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,43,F,H,504.0,OTHER RESIDENCE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
606,100109646,4/20/10,4/20/10,1330,1,Central,122,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,58,F,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,100 N  HILL                         ST,,"(34.0544, -118.2466)",34.0544,-118.2466,90071
607,100109680,4/21/10,4/20/10,1700,1,Central,182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,OLYMPIC                      BL,OLIVE                        ST,"(34.0423, -118.2595)",34.0423,-118.2595,90015
608,100109697,4/21/10,4/21/10,1130,1,Central,154,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0917,27,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)",34.0474,-118.2496,90014
609,100109716,4/21/10,4/21/10,1400,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700    NEW DEPOT                    ST,,"(34.065, -118.2418)",34.065,-118.2418,90012
610,100109719,4/21/10,4/21/10,1100,1,Central,144,624,BATTERY - SIMPLE ASSAULT,416,46,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,400 S  MAIN,,"(34.0482, -118.2472)",34.0482,-118.2472,90013
611,100109737,4/22/10,4/22/10,600,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 N  BUNKER HILL                  AV,,"(34.0613, -118.2446)",34.0613,-118.2446,90012
612,100109749,4/22/10,4/22/10,930,1,Central,147,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,37,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,300    WINSTON                      ST,,"(34.0455, -118.2452)",34.0455,-118.2452,90013
613,120908292,3/29/13,1/15/13,800,9,Van Nuys,904,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,27,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,7200    SEPULVEDA                    BL,,"(34.2012, -118.4662)",34.2012,-118.4662,91405
614,100109755,4/22/10,4/22/10,1405,1,Central,111,888,TRESPASSING,1501,9,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,888.0,,,,700 W  CESAR E CHAVEZ               BL,,"(34.0606, -118.2439)",34.0606,-118.2439,90012
615,100109762,4/23/10,4/22/10,1700,1,Central,181,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11TH                         ST,ALBANY                       AV,"(34.0464, -118.2721)",34.0464,-118.2721,90017
616,100109779,4/23/10,4/7/10,1320,1,Central,153,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0601,51,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,600 S  HILL                         ST,,"(34.0474, -118.2531)",34.0474,-118.2531,90014
617,100109780,4/23/10,4/20/10,1530,1,Central,119,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500    RAMIREZ                      ST,,"(34.0552, -118.2322)",34.0552,-118.2322,90012
618,100109829,4/24/10,4/24/10,2325,1,Central,159,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1402,0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,998.0,,,7TH                          ST,SANTA FE,"(34.0344, -118.23)",34.0344,-118.23,90021
619,100109832,4/24/10,4/23/10,2300,1,Central,152,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,46,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)",34.0516,-118.2561,90071
620,100109833,4/24/10,4/6/10,900,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,34,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,600 S  BROADWAY,,"(34.0467, -118.252)",34.0467,-118.252,90014
621,100109840,4/24/10,4/24/10,1650,1,Central,185,946,OTHER MISCELLANEOUS CRIME,1501,9,M,H,102.0,SIDEWALK,,,AO,Adult Other,946.0,,,,900    MAPLE                        AV,,"(34.0395, -118.2527)",34.0395,-118.2527,90014
622,100109850,4/25/10,4/25/10,1300,1,Central,192,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VENICE                       BL,FLOWER,"(34.037, -118.2688)",34.037,-118.2688,90015
623,100109859,4/25/10,4/25/10,1730,1,Central,124,441,THEFT PLAIN - ATTEMPT,,0,M,H,101.0,STREET,,,IC,Invest Cont,441.0,,,,SPRING                       ST,2ND                          ST,"(34.0517, -118.2456)",34.0517,-118.2456,90013
624,100109860,4/26/10,4/23/10,1500,1,Central,157,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,500    TOWNE                        AV,,"(34.043, -118.242)",34.043,-118.242,90013
625,100109878,4/26/10,3/22/10,1830,1,Central,162,510,VEHICLE - STOLEN,,0,,,107.0,VACANT LOT,,,IC,Invest Cont,510.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
626,100109880,4/26/10,4/26/10,830,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,NEW HIGH,CESAR E CHAVEZ,"(34.0601, -118.2386)",34.0601,-118.2386,90012
627,100109883,4/26/10,4/26/10,1400,1,Central,157,624,BATTERY - SIMPLE ASSAULT,0416 0429,42,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH,STANFORD,"(34.039, -118.2444)",34.039,-118.2444,90013
628,100109884,4/26/10,3/31/10,2035,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1300 1802,24,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,341.0,,,,200 W  6TH                          ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
629,100109885,4/26/10,4/26/10,1400,1,Central,142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,32,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,998.0,,,600 W  5TH                          ST,,"(34.0502, -118.254)",34.0502,-118.254,90071
630,100109887,4/26/10,4/21/10,1800,1,Central,157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,27,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,600 E  6TH                          ST,,"(34.0417, -118.2443)",34.0417,-118.2443,90013
631,100109900,4/26/10,4/25/10,1030,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,51,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,ALAMEDA,LOS ANGELES,"(34.0578, -118.2371)",34.0578,-118.2371,90012
632,100109901,4/26/10,4/22/10,2200,1,Central,128,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,31,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,100 N  CENTRAL                      AV,,"(34.0492, -118.2391)",34.0492,-118.2391,90013
633,100109902,4/26/10,4/24/10,1500,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,59,M,H,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
634,100109905,4/26/10,4/26/10,1700,1,Central,105,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300 N  BROADWAY,,"(34.0695, -118.2324)",34.0695,-118.2324,90012
635,100109910,4/26/10,4/26/10,1400,1,Central,152,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,28,M,A,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other,956.0,,,,600 S  OLIVE                        ST,,"(34.0481, -118.2542)",34.0481,-118.2542,90071
636,100109914,4/27/10,4/27/10,215,1,Central,139,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,SANTA FE,2ND                          ST,"(34.0472, -118.2326)",34.0472,-118.2326,90013
637,100109928,4/27/10,4/27/10,30,1,Central,154,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,19,M,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,6TH                          ST,MAIN                         ST,"(34.0446, -118.249)",34.0446,-118.249,90014
638,100109931,4/27/10,4/25/10,2200,1,Central,154,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,432,46,F,B,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,6TH,LOS ANGELES,"(34.0446, -118.249)",34.0446,-118.249,90014
639,100109936,4/27/10,4/27/10,800,1,Central,105,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,N  BROADWAY,BISHOPS                      RD,"(34.0688, -118.2333)",34.0688,-118.2333,90012
640,100109940,4/27/10,4/27/10,1430,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,38,F,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,341.0,,,,400 N  GRAND                        AV,,"(34.0594, -118.2452)",34.0594,-118.2452,90012
641,100109942,4/27/10,4/27/10,800,1,Central,192,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,20,M,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341.0,,,,1300 S  FIGUEROA                     ST,,"(34.0407, -118.268)",34.0407,-118.268,90015
642,100109954,4/27/10,4/26/10,2030,1,Central,124,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,38,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,956.0,,,,200 N  MAIN                         ST,,"(34.0532, -118.2425)",34.0532,-118.2425,90013
643,100109986,4/28/10,4/25/10,130,1,Central,132,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,57,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,200 S  GRAND                        AV,,"(34.0545, -118.2499)",34.0545,-118.2499,90071
644,100109995,4/28/10,4/27/10,2115,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,31,M,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341.0,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)",34.0516,-118.2561,90071
645,100110007,4/28/10,4/28/10,1500,1,Central,138,946,OTHER MISCELLANEOUS CRIME,,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,946.0,,,,300    BOYD                         ST,,"(34.0472, -118.2442)",34.0472,-118.2442,90013
646,100110015,4/29/10,4/28/10,1430,1,Central,146,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,200    WINSTON                      ST,,"(34.0467, -118.247)",34.0467,-118.247,90013
647,100110025,4/29/10,4/27/10,1630,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,22,F,O,101.0,STREET,,,IC,Invest Cont,341.0,,,,7TH                          ST,FLOWER                       ST,"(34.0487, -118.2588)",34.0487,-118.2588,90071
648,100110047,4/29/10,4/20/10,1220,1,Central,142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,26,F,B,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,300 S  FIGUEROA                     ST,,"(34.0551, -118.2545)",34.0551,-118.2545,90071
649,100110056,4/29/10,4/20/10,1730,1,Central,162,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,60,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,9TH,FIGUEROA,"(34.0462, -118.2628)",34.0462,-118.2628,90017
650,100110059,4/29/10,4/24/10,2000,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,28,F,H,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)",34.0516,-118.2561,90071
651,100110072,4/29/10,1/22/10,800,1,Central,151,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 0601,45,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,668.0,,,,900    WILSHIRE                     BL,,"(34.0501, -118.2592)",34.0501,-118.2592,90071
652,100110073,4/29/10,4/29/10,1300,1,Central,135,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1212,47,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,200 S  MAIN                         ST,,"(34.051, -118.2445)",34.051,-118.2445,90013
653,100110074,4/29/10,4/29/10,1930,1,Central,192,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
654,100110075,4/29/10,4/29/10,1910,1,Central,101,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,24,M,H,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,341.0,998.0,,,1000 W  SUNSET                       BL,,"(34.0641, -118.248)",34.0641,-118.248,90012
655,100110081,4/30/10,1/1/10,600,1,Central,101,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1257,13,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,,,,900    EVERETTE                     ST,,"(34.0685, -118.246)",34.0685,-118.246,90012
656,100110087,5/5/10,4/30/10,815,1,Central,144,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MAIN,WINSTON,"(34.0476, -118.2477)",34.0476,-118.2477,90013
657,100110088,4/30/10,4/29/10,1700,1,Central,101,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,COLLEGE,CHAVEZ RAVINE,"(34.0659, -118.2429)",34.0659,-118.2429,90012
658,100110098,4/30/10,4/30/10,1015,1,Central,156,220,ATTEMPTED ROBBERY,0355 0416,50,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,6TH,SAN JULIAN,"(34.0423, -118.2452)",34.0423,-118.2452,90013
659,100110115,4/30/10,4/30/10,1755,1,Central,192,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510.0,,,,FLOWER                       ST,CAMERON                      ST,"(34.0396, -118.2671)",34.0396,-118.2671,90015
660,100110128,4/30/10,4/26/10,1930,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,60,M,W,713.0,CONVENTION CENTER,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
661,100110135,5/1/10,5/1/10,1220,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,22,F,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,FIGUEROA,OLYMPIC,"(34.045, -118.2628)",34.045,-118.2628,90015
662,100110136,5/1/10,5/1/10,1030,1,Central,129,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,800 E  1ST                          ST,,"(34.0486, -118.2351)",34.0486,-118.2351,90013
663,100110137,5/1/10,4/30/10,2000,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1606,9,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",34.0423,-118.2666,90015
664,100110140,5/1/10,5/1/10,1200,1,Central,161,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329,9,M,O,102.0,SIDEWALK,,,IC,Invest Cont,745.0,,,,BROADWAY,OLYMPIC,"(34.0409, -118.2574)",34.0409,-118.2574,90014
665,100110144,5/1/10,5/1/10,1330,1,Central,185,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,OLYMPIC,MAIN,"(34.0396, -118.2558)",34.0396,-118.2558,90014
666,100110150,5/2/10,5/1/10,5,1,Central,119,440,THEFT PLAIN - PETTY ($950 & UNDER),344,58,F,B,214.0,"BUS DEPOT/TERMINAL, OTHER THAN MTA",,,IC,Invest Cont,440.0,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)",34.0563,-118.2374,90012
667,100110197,5/2/10,5/2/10,2115,1,Central,192,210,ROBBERY,0344 1217 1251,16,M,H,111.0,BUS-CHARTER/PRIVATE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,FIGUEROA,VENICE                       BL,"(34.0375, -118.27)",34.0375,-118.27,90015
668,100110231,5/3/10,4/30/10,1630,1,Central,153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,24,F,W,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
669,100110245,5/3/10,5/3/10,1550,1,Central,143,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,0,M,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,440.0,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495,-118.2494,90071
670,100110255,5/4/10,5/3/10,2240,1,Central,151,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,43,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,7TH                          ST,FRANCISCO                    ST,"(34.0499, -118.2614)",34.0499,-118.2614,90017
671,100110268,5/4/10,5/3/10,2300,1,Central,157,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6TH,CROCKER,"(34.0412, -118.2436)",34.0412,-118.2436,90013
672,100110278,5/4/10,4/29/10,1630,1,Central,182,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,400 W  OLYMPIC                      BL,,"(34.0423, -118.2595)",34.0423,-118.2595,90015
